SBD, Toan, Van, Ly, Hoa, Sinh, Anh
19001132,8.6,6.25,8,8.75,4,8.2
19001137,7.6,7.5,7,4.75,4,9.6
19001138,8.8,8,8,9.25,5.5,7.2
19001139,8.2,6,7.75,6,3.25,5.8
19001141,7.8,6.25,7.25,5.75,4.5,4.4
19001145,9,8,7.25,8,6.75,6.8
19001149,7.8,6.75,5.75,7.25,4.25,6
19001150,7.6,6.25,6.5,8.25,4.75,4.4
19001158,7.4,5.75,6.75,6.25,5.25,5.2
19001175,8.8,6.5,7.75,8.25,4.25,5.8
19001176,8.8,4,9,6.75,6.25,8.2
19001180,8.4,7.75,7.75,7.25,5.25,5.4
19001198,8.6,7.5,7.75,7.75,6,7.2
19001201,8.4,7,5.5,5.75,3.75,5.8
19001215,9.2,7.5,9.25,7.75,6,7.6
19001219,7.8,6.5,7,8.5,6.5,6.8
19001226,9.4,6.5,7.75,4.25,4,8.8
19001231,7.8,6.75,7.5,7.75,5,5
19001232,7.6,6.75,7,7.75,6,5.8
19001236,8,6,8.25,3.5,4,7.4
19001242,8.8,7.75,8.5,7.5,5.75,5
19001244,6.8,7.25,6.75,5.5,4.25,5.2
19001246,7.8,6,5,7.25,5,7.8
19001252,8,6.25,8,7,4.75,8.2
19001272,8,7.75,7.75,7.75,4.75,7.2
19001280,8.4,6.5,6.75,6.5,3.5,3.8
19001309,8.4,6.25,8.5,6.75,5.75,9.8
19001323,8.2,7,7,7.5,7,6.6
19001324,8.4,6.75,6.25,7.5,5,6
19001345,8.6,5.5,7.75,5.75,3.25,8.2
19001356,8.6,7.5,7,8,5,5.8
19001360,8.2,6.5,6.5,7.25,5.75,3
19001364,7.2,6.75,5.25,8.75,7.75,6.8
19001370,7.6,7,4.5,4.25,4.25,6.6
19001373,7.8,6.75,6.75,7,6,4.6
19001375,8.4,5.75,7.5,9,5.5,5.8
19001385,6.6,6,4,4.5,4.25,3.6
19001386,7.4,7,7.25,6.75,4.25,8.4
19001388,6.8,7.5,7.25,8,5.5,6.6
19001409,6.6,6.75,6.25,7.5,5.5,4
19001411,7,7.25,6.5,7,5.5,7.8
19001412,6.8,6.75,5.25,6.25,6.75,5.4
19001418,6.6,8.25,6.75,7.5,5.25,6.2
19001419,7.6,8,5.5,8.5,4,7.6
19001423,7.6,6.5,5.25,6.25,6.5,4.4
19001424,7.4,4.75,7,6,4.5,3.2
19001428,8.4,4.5,8.25,8,5.75,4.6
19001435,6.8,6.5,3,2,3.5,8.8
19001440,8,6.5,8,8,4.25,5.6
19001444,8.4,5.25,4.5,7.25,4.75,4.2
19001448,8.4,5.5,6.5,8.5,4.5,3.4
19001452,7.6,7,4.5,6.5,5.25,5
19001453,6.8,5,6.5,4.75,4.5,5.2
19001464,8.4,7,7.5,7.75,7.25,5.6
19001464,8.4,7,7.5,7.75,7.25,5.6
19001469,7.2,4.75,3.5,6.75,5.75,4.4
19001476,5.8,5.5,5.25,4,4.75,3.6
19001479,7.2,7.75,7,7.25,4.75,6.2
19001493,8.6,5,4.5,8.5,7.25,4
19001501,8,8,8.5,8.25,6,7
19001506,7.2,7,7,6.75,4.25,4.2
19001517,8,7.25,8.25,7.75,4.75,7.2
19001520,8,6,5,8,3.5,3
19001522,4.2,6.5,3.25,6,2,2.8
19001532,7.8,7.25,7.25,7.5,5.75,6.4
19001535,8.4,4.25,8,7,6.25,8.4
19001544,8.6,6.5,7,7.75,5.25,7.4
19001546,7.4,6,6,5,5,3.2
19001561,8,7.25,6.75,6.75,6.25,4.4
19001567,6.4,5.5,7.5,6.5,5.75,5.4
19001582,8.6,4.25,8.5,3.75,4,8.8
19001595,7.2,8,6,6.75,4.75,6.8
19001606,7.4,7.5,5.5,6.25,5,7.6
19001622,8.2,7,8,7.75,4.5,8
19001627,7.2,6.5,7.25,8.25,3.75,5
19001628,6.2,5.5,5.75,5.75,3.25,3.6
19001636,8,5.25,5.75,6.25,7.25,8.8
19001639,6.8,8.25,7.25,7.25,5.5,5.4
19001641,8,7,6,5.5,4.75,9.2
19001660,6.8,5.5,6.25,6.75,4.75,4.6
19001663,8.2,6.5,8.5,7.75,5.75,9
19001674,9.2,6.5,7.5,8.25,6.75,3.6
19001676,7.4,5.5,5.5,7.25,4.5,7.8
19001692,7.2,6,6,6.75,6,3.6
19001695,7.6,6.75,7.25,7.25,3.75,3.8
19001706,8,6.75,7.25,7.5,5.25,8.4
19001709,7,5.75,6.25,7.5,5.25,7.4
19001721,8.4,6.75,7.5,7,4.25,7.2
19001727,7.8,6.75,7,8.5,7.25,8.4
19001735,8,7.5,7.5,8,5.5,3.8
19001738,8,7,7,8.75,5.25,5.2
19001741,7.4,6,7.75,8.5,4.5,4.8
19001742,9.2,9,8.25,8.25,6,8.4
19001751,7.4,6,5.25,3.25,3.25,3.2
19001754,8,5.5,6.5,7,5.5,4.6
19001768,7.6,6.5,7.5,7.25,4.75,5.8
19001771,7.6,4.5,5,5.5,7.5,7
19001772,7,6,6.25,7,6.5,5.2
19001773,8.4,7,8.25,8.25,5,4.6
19001777,7.4,7,7.5,7.75,5,4.4
19001778,6,7,4.25,4.5,3.75,3
19001780,9,5.25,9,7.75,8,3.8
19001789,8.6,7.75,8.25,8,6,6.4
19001792,6.8,5,6.25,7,3.25,4.6
19001793,8.4,4.75,6,8,3.75,6.2
19001794,7.4,7.5,7.5,7.75,6.75,3.6
19001801,8.4,6,7.5,7.25,4,4.8
19001802,8.2,7,4.75,6,5,5.4
19001805,8.4,6.75,7.25,7.25,4,7.4
19001811,8.4,7.75,7.75,6.75,4.25,4.6
19001817,8.4,6.75,5.75,7.25,3,4.4
19001818,8.8,7.5,6.75,8,5.25,6.6
19001822,8.2,7.75,7.75,8.25,6.25,6.6
19001825,8,6.5,7.5,8.5,5.75,7.8
19001826,7.4,4.75,4.75,5.25,3,3.6
19001830,7.4,4,6.75,5,4.75,8.6
19001831,7.6,5.75,7.5,8,5,6.4
19001834,8.6,6.5,8,7.75,5.5,6.8
19001839,8.6,6.5,7.5,8.5,3.75,5
19001841,8.2,5.5,3.75,7.25,4,4.4
19001847,8.6,7.5,6.25,9,8,4
19001849,6.6,4,6.5,7.75,5.5,4.8
19001850,7.8,4.75,7.75,5,3,3
19001851,8.2,7.25,5.5,7,6.75,4.8
19001857,7.8,6.25,7.75,8.25,6.25,5.8
19001858,8.4,4.5,8.25,8.5,5.75,6.8
19001859,6.8,5.5,3.75,4.25,3.5,4.6
19001860,7,4,5.25,3.75,6.5,4
19001863,7.6,6.25,6.75,6,4.75,4.6
19001865,6.6,5,4,2.5,5.5,6
19001870,8.4,5.5,7.75,7.75,6.25,3.8
19001872,8.8,5.25,6.75,5.75,6.5,5.8
19001873,8,3,6.75,7.25,5.75,4.2
19001879,8.2,5.75,7.25,8.25,4.75,6.6
19001888,6.6,7,5.75,6.75,4.5,4.6
19001890,7.8,5.75,7.25,8,3.75,4.6
19001893,6.8,5.5,7,7.75,5.5,5.4
19001895,8,7,8.25,8,4.25,4.2
19001900,6.6,7.25,6,6,4.25,4
19001902,7.8,5,6.25,5.5,4.5,7.4
19001905,8,8,7.75,7.75,7.5,3.8
19001912,7.8,6.25,6,7.5,4.75,3.8
19001916,7.4,6.75,6.25,7.5,4.75,5.2
19001925,7.4,7,8.25,7.5,5,9.8
19001928,8.2,6.75,6.75,7.25,5.25,4.8
19001929,7.4,6.5,6,7.75,4,4.2
19001932,8,6.25,7.5,5.75,4.5,7.8
19001933,8.2,6.5,8,7.25,6,6.4
19001936,9,4.5,8,8.25,6.75,4.6
19001940,8.2,6.25,7.75,8.5,5,5
19001957,8.2,6.75,6.5,7.75,4.75,3.2
19001959,8.2,7.25,7.25,7.75,5.5,5.4
19001960,7,6.75,5.5,6.5,4.75,2.2
19001961,8.6,6.75,6,6.25,3.5,3.4
19001970,7.4,7.5,7.75,5.75,4.5,5.6
19001971,7.4,6.5,7.75,7.25,5,7
19001975,8.6,6.5,7,7.5,5.25,5.8
19001979,5.2,6.25,3.5,4,1.5,3.6
19001980,7.8,6.5,6,7,6,2.4
19001982,7,6.5,7.5,7.25,4.25,5.8
19001993,7.8,5.75,7.25,7.25,6,2.2
19001994,7.6,7.25,6.25,7,3.75,2.6
19001995,8.4,7,7.25,7.75,5,3.4
19001998,6.2,7.75,6.75,5.75,4.5,7.6
19001999,8,6.5,8,6.5,5.25,8
19002006,8.8,7,7,6.5,6.5,9.2
19002007,7.8,5.75,7,7.25,5,8
19002009,8.2,6.75,7,9,4.75,4
19002014,8.8,8.5,6.75,7.75,4.5,5.8
19002017,7.4,6.5,6,7.25,4.5,5.2
19002019,8,7.5,7.25,7.75,5.75,5.6
19002021,8,5,7.75,7.25,2.5,3.8
19002022,8,7,8.75,8,3.5,4.2
19002027,8.6,7,6.25,8.5,8.5,6.6
19002031,8,6.5,7.75,8.5,6,6.8
19002032,6.4,5.5,7,3.75,3,5.6
19002033,8.4,7,8.25,7.75,5.75,9
19002035,8,7.25,3.25,7.75,3.75,8.8
19002038,7.8,5.75,6.25,6.75,3.25,2.4
19002041,7.6,7.75,7,8.25,5.75,5
19002042,8.2,6.5,7.5,8.25,5,6.2
19002043,8,7.5,7.5,6.25,5.25,5.2
19002059,8.4,6.75,7.75,7.5,6,5.4
19002060,8.6,8,8.25,8.25,5.75,5.6
19002061,8.4,8,8.25,8,8,7.4
19002064,9,7.5,7.25,8.5,3.75,5.4
19002069,8.8,8.5,7,8,8.75,3.8
19002070,8.6,8,7.75,7.5,6.25,5.4
19002079,7.8,7.25,7,7.25,5.25,2.8
19002081,7.4,7.5,6.75,7.25,5,4.8
19002083,8.6,8.25,8,8.25,6.75,7.6
19002090,7.8,6.75,6.75,7,7.25,5
19002092,8.4,7,6.25,7.75,5.5,4.6
19002093,8.8,7,6.75,7.75,8.75,6.4
19002114,7.6,8,7.75,8,5,7.4
19002131,8.2,6.5,7.25,4,4.75,3.2
19002132,7.8,6.5,5.75,8.25,8,6.8
19002133,8.4,7,8.25,8.25,6.25,8
19002135,8.6,5.75,7.25,7.75,5.25,3.4
19002136,6,5.75,5.5,4,4.5,2.4
19002140,8.2,7.5,6.75,7.5,6.5,8.8
19002141,6.4,7.75,4.75,5.5,4.5,8
19002151,8,6.25,7.5,9,6,4.2
19002152,6.8,5,7.75,7.5,4.5,4.4
19002156,8.8,7.25,7.5,9,7,9.6
19002161,6.8,5.25,5.25,5.75,5.25,4.6
19002163,6.6,7.5,6.5,7.25,4.75,3.8
19002170,8,6.25,7.25,8,5.75,8
19002172,4.8,7.5,4.75,5.25,5.25,7.2
19002174,8.6,5,7.75,8,4.75,6.2
19002177,8.8,6.5,7.75,7.75,6,4
19002180,8.2,4.5,8,7.75,5,4.8
19002183,9.2,6.5,9,8,7,9.8
19002184,8,8.25,5.25,7,6.5,5
19002185,7.4,6,7.75,4.5,3.75,9
19002196,8.8,6,8.25,7.75,5.5,6
19002202,8,8.5,7.75,9.25,7.25,9
19002208,7,7.5,6,6,5.75,8
19002217,7.6,5.25,8,7,3.25,3
19002219,8.2,5.25,7,8,4.75,3.8
19002220,8,5.75,7,6.5,4.5,5.6
19002221,8.6,7,7.25,6.25,5.25,7.8
19002223,7,6.75,8,7.5,4.75,5
19002224,8.8,7.5,8.25,7,6,4.4
19002225,6.4,6.75,7.25,5.75,5,5
19002228,8.2,4.75,6.5,8.5,5.75,3
19002232,7,7.5,8,6.25,4,6.8
19002233,7,6.5,8.5,8.75,5.25,3.2
19002234,9,5.25,8.5,9.25,5.25,5.4
19002235,8.8,8,8.75,8.25,6.5,4.8
19002243,8.6,4.75,8.75,9,5.75,6.2
19002244,8.6,7,7,4.5,3.5,9
19002249,8.2,8,5,8.25,7,8.2
19003171,8.2,6.25,7.5,3.75,5,9.2
19003173,7.2,6.25,5.5,5.25,5,8.4
19003184,8,5.25,7,8.5,7,7.4
19003189,7.6,6.75,7,4.25,4.5,8.2
19003201,6.4,5,7,4.75,4,5
19003216,8.2,5.75,7.5,7.5,8.25,7.8
19003219,9,6.75,8,7.75,6.25,6.2
19003231,8.6,7,5.75,5,6.75,8.4
19003242,9.2,6,7.5,8.75,4.75,6.4
19003253,7.8,7,6.75,7,5.5,4.4
19003259,8.4,6.75,8.75,6.75,5.5,7.4
19003262,8.2,6.25,7.75,7,4.5,6
19003265,7,6.75,6.25,7.25,4,8
19003269,7.8,6.25,8.25,7,7,5.6
19003270,6.8,7.25,7.25,5,5.5,8
19003278,7.8,6.75,4.75,5,5.75,8.8
19003283,9,7.75,4.5,5.5,6,8.4
19003286,8.2,5.75,6.5,3.75,7,8.2
19003291,6.4,7.5,5.5,4,3.25,7.2
19003292,8.4,6,6.5,5.25,7.75,8.2
19003302,8,8,7.75,6.5,5.75,3
19003303,8.8,7.25,8,6.75,3.25,5.4
19003304,6.8,7.25,6.25,2.75,3.5,4.6
19003313,8.4,7,8.25,7.5,7,7.8
19003325,7.2,7.75,7.5,7.5,7.25,6.2
19003333,7.6,7.5,7.25,5.5,5,5
19003334,5.8,6.5,3,3.5,5.5,3.4
19003339,7.8,6.75,8,6.75,4.75,5.6
19003344,7.8,7.5,7,8,6,7.6
19003345,6.6,4.5,7.25,6.25,4.5,4.8
19003347,8.8,5.25,8.25,7.25,6.75,8
19003348,5.8,7,7.25,2.75,5.25,8.4
19003362,6.8,5.5,5.5,4,6.75,8.6
19003364,7.4,6,6,5.75,4.5,6.2
19003368,8.2,6,6.75,7,5,3.2
19003371,7.4,7,7.5,5.25,4.5,8.4
19003379,8.2,6,7.25,3.25,5.75,7.2
19003380,8.6,7,8.25,7,7.25,7.8
19003381,7.8,6.75,6.5,8.25,6.5,8.2
19003383,8.2,6,6.75,4.75,4.25,9
19003384,7.4,7,7.25,7.5,4.75,5.4
19003385,8.4,7.25,8.5,6.75,6.75,8.8
19003386,9,6.5,7.5,8.75,5.75,5.6
19003387,8.8,5.75,8.25,8.25,3.75,7
19003389,8.4,7.5,7.25,4.75,5.5,8
19003390,7.8,6.5,7,7.75,4.25,3
19003391,8.4,6,8,8.5,3.25,4.2
19003392,8.8,5.75,8.25,4.25,5.25,8.6
19003395,8,6.25,7,3.5,4,8.4
19003398,8.4,6.75,6.5,4.25,4.75,8
19003399,8.8,8,7.5,5,5.25,7.6
19003400,9.4,6.25,7.75,5,3,5.8
19003401,7.6,7.25,6.25,5.75,5.5,6.4
19003403,7.6,7,7.75,7.75,3.75,5.4
19003406,8.8,7.5,6.75,7.25,4,6.6
19003407,9.2,6,8.25,9.5,6,5
19003409,8.4,7,6.75,2,2.5,6.8
19003410,8.6,6.5,7.5,4.5,4.25,7.6
19003411,8.8,7,8,8.5,4.75,5.6
19003412,8.8,5,7.25,6.25,6.75,10
19003414,9,8.5,9.25,3.75,6.25,9.4
19003418,8,6,7,3,2.5,6.8
19003420,7.4,5.25,5.5,3.75,2.5,9.2
19003422,7.6,7.5,7,7.5,4,5.6
19003423,9,6.5,7.75,7.75,5.75,5.8
19003425,8.6,6.5,6.25,8.75,4.75,7.2
19003431,9.2,7.5,5.5,9,9,9
19003432,8,6.25,7,7.25,4,5.8
19003434,6.8,7.5,4.25,6.5,4,3.6
19003435,8.4,6.25,8,6.5,4.5,8.8
19003439,7.6,7,7,8,3.5,4.8
19003441,8.6,7.25,8.25,8,4.75,8
19003442,8.6,8.25,8,7,5.25,9.6
19003449,9,5,6.75,6.5,7.5,6.2
19003451,9.4,6,8.5,8.25,7.25,8.4
19003452,9.4,7,7.5,7.5,6.25,6.4
19003453,9.2,6.5,6.75,4.5,5.5,7.4
19003454,9.2,6.5,7.5,7,4.25,3.2
19003456,8.8,4.25,7.75,8.25,5,3.8
19003459,8.4,5.25,3.75,8,8.75,3.4
19003460,8.6,6.25,8.5,8.75,5.75,6.8
19003461,8.2,8,4.75,4.75,5.75,9
19003463,9,6.25,7.75,6.5,5.75,6.2
19003464,8.6,7.75,7.75,7.75,5.5,7
19003466,7.6,7,7,6,4,8.2
19003470,8.2,6.5,7.75,8,4.5,5.6
19003471,9.2,7.5,8.25,9,4.25,8.6
19003472,8.8,7.25,8,5.25,3.75,9.6
19003473,9,8.25,9,7,6.5,9.4
19003475,9,7,8,9.25,7,3.8
19003476,8.4,6,7.5,7,5.25,9.4
19003477,8,7.75,3.25,9.25,4,8.8
19003478,8.6,6.5,8.5,3.25,4.5,9.2
19003479,7.8,5.25,7.5,7.5,5,5.2
19003485,8.2,7,8,4.75,5.75,9.4
19003487,7,6.5,6.25,4.25,5,5.2
19003490,8.8,6.25,8.25,7.75,6.5,7.2
19003491,8.6,6.25,8.75,7.75,3.25,5.2
19003493,7,7.25,8,3,3.75,8.4
19003494,9,5.75,8.5,8.5,7,5
19003495,8.6,6.25,8.25,7.75,3.75,4.8
19003496,8.8,7.5,8,7.75,5.75,9
19003497,8.4,6.25,8.25,4.25,3.75,9.6
19003498,9,5.75,8.75,6.75,5.75,9.4
19003499,7.8,6,8,4.75,5.75,8.8
19003500,7.8,8,6.5,4,4.5,6.8
19003503,8.4,7.25,7.75,6.25,5.5,5.6
19003504,9.2,8,8.75,8.5,5.25,5
19003505,7.8,7.5,7.25,7.5,2.5,3.2
19003506,9.4,8.5,7.75,5.25,5,9.4
19003508,8.8,6,7.75,8.5,6,5.8
19003509,8,7.5,6.5,5.75,3.75,5.4
19003510,7.8,7,5.5,6.5,4,6
19003515,9,7.75,6.25,3.5,3.75,7.6
19003516,7.8,6.25,8,8.25,3.75,4
19003518,9,5.75,8,7,5.75,9.4
19003519,7.6,5.75,5.75,7.5,4.25,3.8
19003521,8.6,6.75,6.75,7.75,3,4.6
19003522,9,6.75,8,8.25,3.75,4.8
19003523,6.4,5.75,6.75,6,5.75,4.2
19003524,8.8,6.5,8.25,8.25,4.25,4.6
19003526,8,5.75,6.25,8,3,3
19003527,8.8,6.5,5.5,7.75,4.5,3.6
19003528,7.2,6,7,7.5,2.5,3.8
19003529,8.8,7,7.5,8.75,3.25,2.8
19003530,7.8,6,7.25,7.25,2.25,3.4
19003531,8.4,5.75,7.75,5.25,4,9.4
19003532,8.6,4.75,8,7.75,2.5,3.4
19003533,9.4,7,9.25,8,4.5,6.4
19003534,8.4,7.5,8.5,4.25,1.5,5.4
19003535,9.2,4,8.25,7.25,6.5,10
19003537,8.4,4.5,8.5,8,3,5.4
19003538,7.4,6.75,7.75,5,3.75,6.8
19003540,8.4,6.25,7.5,7.25,4.75,6
19003544,8,6,6.5,7,5,7.2
19003546,8.4,7,8,4.5,4,6
19003547,8.6,6,8.75,9,5.5,2.2
19003548,8.8,6.75,7.75,5,5,9.6
19003549,9,5.5,9,4.75,6.5,9.4
19003550,7.8,6.5,7.25,7.5,3.5,6.2
19003551,7,7,6.5,6.25,5.75,4
19003552,8.2,3.5,5.75,7.25,4.25,6.8
19003555,8.4,6,8,4.5,3.75,9.6
19003558,7.8,5.5,7.5,4.25,4.5,9
19003559,7.8,6.5,5.5,3.75,4,7.8
19003563,8,6.25,7.25,7.25,4,8.8
19003565,8.6,5.25,7.25,8.75,4.25,5.2
19003566,8.6,5.5,7.5,6.75,4.5,9.4
19003567,7.8,5,7.75,5.5,4.5,9.2
19003568,8.8,6.75,7.75,7.75,6,7
19003571,9,7,8.75,8.75,4.25,4.8
19003576,8.4,5.25,7.5,8.25,5.25,7.4
19003577,7,6,5.75,6,3.5,3.2
19003581,9.2,6.75,4.5,8,7.5,5.2
19003582,8.8,4.5,7.5,9,7,5
19003583,8.6,5.25,8.25,6.25,7.5,9.2
19003584,7.2,7,7.25,4.5,4.5,6.2
19003585,7.4,7.75,7.25,6.75,3.75,3
19003586,8.8,6.5,7.75,8.5,5.25,9.6
19003587,6.6,6,7,6,3.75,3.2
19003588,8.8,3,8,8.75,6.75,8
19003589,9,8,5,8.25,8.5,6
19003593,8.2,8,7.25,4.5,6.5,9.4
19003598,9,8.25,8.25,7.75,6,9.4
19003607,8.4,7.75,7.5,7.5,4.25,1.8
19003612,9.2,7.25,8.75,9.5,6.5,6.4
19003613,8,4.25,6.75,3.75,5.25,3.6
19003614,9,6.75,7.75,8,6,8
19003615,8.4,5.75,7.25,7,4.75,4.8
19003616,6,6.25,1.75,2.25,3.5,3.6
19003618,8.4,6.25,5.25,8,6,7.4
19003620,8.2,4.5,7.5,8.5,4.75,3.8
19003629,7.6,7.5,7.25,4,6.75,9.8
19003630,7.8,7.25,6.25,7.25,4,7.6
19003631,9.2,6.5,7.25,8,4.25,9.2
19003632,8.2,7.75,8,5.5,5,9.6
19003636,7.8,6.5,4.5,5.5,4,3.8
19003638,8.8,8.25,7.5,7,5.75,9.2
19003642,7.6,6.25,7.75,8.75,2.75,3.4
19003646,7.6,6.5,7.25,7,4,5
19003647,8.4,7.25,7.25,3,2.25,4.8
19003649,6.8,6.75,6.75,5,4.75,2.8
19003650,8.6,5.75,7.75,8.25,4,4.2
19003652,8.6,5.75,8,8.75,6,4.6
19003653,8.4,8,8.75,8.75,7,9
19003654,7.4,6.25,4,4.25,3.5,3.2
19003655,7.4,6.5,4.5,4.25,3,3.2
19003656,9.2,7.75,8.25,8.75,5.5,5.8
19003657,9,5,9,4.75,5,8.8
19003660,7.6,8.25,7.75,8.75,7.75,8.2
19003663,8,7.25,6.25,6.75,5.25,6.8
19003664,9.2,5.75,8.5,5,6,8.2
19003665,8.8,7.5,8.25,8.25,7.75,9.6
19003666,9.4,6.5,7.5,7.5,4.25,5.2
19003668,8.6,5.25,6.25,5.25,4.25,5.8
19003670,6.8,6,4.5,6.5,3.75,4.8
19003671,8.6,6.75,8.5,8.25,5,5.6
19003672,9.2,7.75,9,9.75,7.25,7.6
19003677,7.8,7.5,4.75,5.25,5,7.8
19003681,8.8,7,7.75,8.5,5,6.4
19003683,8.8,7.75,7.25,8.25,4.5,5.6
19003685,9.2,8.25,7.75,6.25,6,9.2
19003688,8.4,8.25,7.75,5.75,4.5,9.2
19003693,8.8,7.25,7.25,8.25,4.25,9.2
19003694,8.6,8,8,6.25,5.5,8.8
19003695,8.4,6.25,6.75,7.25,3.75,2.6
19003697,8.2,8,5.75,6.25,6.25,9.8
19003699,8.8,7,8,8.25,6,6.8
19003700,8.6,5.75,7.25,6.25,6.5,9.4
19003703,8,5.5,5.75,7.75,5.25,8.8
19003704,8.4,5.25,7.5,8.5,5.5,6.2
19003705,8.6,6.75,7.75,8.25,5.5,5.4
19003709,8.2,8.75,6.5,7,7.25,9.8
19003710,8,8.75,8.25,7.75,5,6.6
19003718,6.4,7.75,5,7,4,3.2
19003721,7.8,6.75,6.25,7.25,4,4.4
19003723,7.4,7.25,7.5,7.25,4.75,3.2
19003724,9,7.75,5.5,9,9.5,8.6
19003728,8.8,6,7.5,4.25,4.75,9
19003729,8.4,7,7,7.5,3.5,6.2
19003732,8,5.75,6.75,3,3.25,7.8
19003736,8.4,7.5,8.25,6,5,4.8
19003737,9.2,6,8.5,6.75,6.25,6.4
19003738,8.4,6.25,8,6.5,4.5,8.2
19003740,9.2,7.25,8,4.25,3.5,3.6
19003743,7.4,6.75,8,8.75,5.5,6
19003744,8.6,7.5,9,8.5,6.75,7.8
19003750,8.2,8.5,8,8,8.75,6.4
19003751,7.2,6.75,7.25,7.5,2.5,6
19003753,7.2,7,4.5,6.5,6.75,5.6
19003756,7.8,7,6.5,5,2.75,6
19003758,8.4,5.25,7.25,5,1.75,5.4
19003759,8.8,8,7.5,8,5.5,5.6
19003760,8.8,8,5.75,4.25,4,8
19003761,8.4,7.75,6.5,7.75,5.75,4.2
19003764,8.8,7,8,7.5,6,5.4
19003767,8.6,7.5,8.25,3.5,5.25,8.4
19003772,9,6.5,9.25,9,5,9
19003776,7.8,7.5,5,7,4.25,8
19003778,8.6,8,8.5,8.25,7.25,7.6
19003781,9.4,8,7.75,8,7,9.6
19003789,7.8,7,8.5,8,7,6.6
19003790,9,8,8.75,7.5,7.25,8.8
19003791,8.2,7.5,7.75,6.25,7.25,6.8
19003793,8,6.25,6.5,7,6.75,7.4
19003795,8,6.5,8,7.25,5,5.8
19003796,9.4,6.75,8.5,8,5,7.4
19003797,9.2,8,6,9.5,5.5,9.4
19003799,8.4,8.75,5.5,5.5,4.75,9.2
19003800,8.2,7.75,5,5.25,4.25,9.4
19003801,9,6.75,8.75,8.75,6.5,6.8
19003803,8.2,7,8.25,8,7.25,8.2
19003804,9.4,6.25,8.75,8.75,5,7.6
19003807,7.2,6.75,7.25,6.75,3.25,5.2
19003809,8.4,7,7,7.25,2,4.4
19003810,9.2,5.5,8.25,8.75,4.5,4.2
19003811,8.8,7,8,7.75,4.5,5.4
19003812,8,7,6.75,4,1.5,5.4
19003815,8.4,7,8,7.25,5.5,6.6
19003816,8,6,8.25,4.5,3.25,9
19003817,7.2,6.5,6.25,6.75,4,8.4
19003818,7.8,6.25,7.75,8.25,4,4.6
19003825,7.4,8,6.75,8,4.5,4.2
19003828,7.6,7,9.25,8,6,9.2
19003829,6.8,7,4,5.5,4.25,9.4
19003831,8.6,6,7.75,8.75,4,6.4
19003836,7.8,7.75,7.75,5.25,4.25,8
19003839,9.4,6.75,9,7.75,6,9.6
19003840,8,5.75,7.25,5.75,5,6.2
19003843,8.2,6.5,8,7.25,5.5,3.8
19003849,8.4,7,8.25,7.5,5,5.8
19003850,8.2,5.5,7.25,7.5,5.5,5.4
19003851,5.8,7,7.25,4,3,5
19003852,8.6,6.5,7.25,7.25,3.5,4.8
19003855,9.6,4.75,9.25,9.5,6.25,5.8
19003857,8,7.75,4.75,7.5,8.25,7.4
19003858,8.6,4.5,7.5,5.75,3.75,7.2
19003859,8.4,7.75,7.75,4.75,4.5,9.2
19003860,7.4,7.75,7.5,7,5,5.8
19003861,7,6,7,5.5,2.75,8.2
19003864,9,6.5,7.5,8.75,4.25,8
19003869,8.8,6.25,7.5,7.25,6,9.4
19003871,8.2,8.75,5,4,5,9
19003878,7.8,6,7.5,4.25,3.75,6.6
19003880,9.4,7,7.5,6.5,6,10
19003881,6.6,7.75,5.75,6,3.75,2
19003883,8.6,5,7.5,8.75,5,3.4
19003884,9.2,6.75,8,7.5,4.5,5.6
19003885,9,7.5,7,7.5,4.75,7.4
19003886,9.2,8,5.75,3.75,5.75,9.4
19003887,8,7,7.5,6.5,3.75,3.8
19003889,8.2,5.5,4.75,3,5,6.2
19003890,8.8,6.5,8.25,5,4.75,8.8
19003892,8.8,8.75,8,9,6.25,8.8
19003896,6.6,7,4.75,7.75,5.25,4
19003898,6.4,6.25,6,6.5,3.5,4.2
19003899,8.6,7.75,7.75,5.75,3.25,9.4
19003901,7.4,7.75,8,8.25,5,7.6
19003904,8.2,7,6.75,7.5,4.25,4.4
19003906,8.8,8.5,7.25,7.25,6.25,9.6
19003907,9,8,8,8.75,4.5,5.6
19003914,8.6,9,8,9,2.25,8.2
19003918,8.4,5.75,7.5,6.25,4.5,7.6
19003919,8.4,6.5,8,3.25,4.75,8.8
19003921,8.2,8,7.25,7.5,5.5,6.2
19003923,9,9,8.25,6.25,7.5,9.8
19003924,8.8,7.5,7.75,8.5,6,6.6
19003925,7.6,7.75,7.5,8.25,4.75,5
19003927,9.2,7.75,6.25,9,9,3.8
19003929,9.2,8,6.75,8.25,5.25,6.2
19003930,9,7.75,8,7.75,6,6.4
19003931,9.2,8.75,8,5.25,5.5,9.6
19003932,9,5.5,6,6.5,5.75,5.4
19003933,9.4,7.25,7.75,8.75,4.5,5
19003937,8.6,8.25,8,8,4.75,5.2
19003938,8.8,6.75,9.25,7.75,5.5,8.2
19003940,7.6,6.5,6.75,4.5,5.75,7.8
19003941,8.6,8,8.75,6,4,9.4
19003942,8.8,8,8.25,6.5,6.25,7.8
19003945,8.2,8.25,6.75,7.5,5,8.2
19003946,8.6,8.25,7.75,8,4.25,6.8
19003948,8.4,7.75,8.25,5,3.75,7.4
19003949,8.4,7,8,6,5.75,9.4
